,Anou,Tipo,Contrato,sector,Monto
656,2012,48201,CNCA/DGA/CD/3408/12,CULTURALES,1880000
657,2012,48201,CNCA/DGCP/CD/01695/12,CULTURALES,2000000
658,2012,48201,CNCA/DGCP/CD/01877/12,CULTURALES,1500000
659,2012,48201,CNCA/DGCP/CD/01878/12,CULTURALES,450000
660,2012,48201,CNCA/DGCP/CD/02443/12,CULTURALES,1000000
661,2012,48201,CNCA/DGCP/CD/02444/12,CULTURALES,1000000
662,2012,48201,CNCA/DGCP/CD/02446/12,CULTURALES,200000
663,2012,48201,CNCA/DGCP/CD/02961/12,CULTURALES,500000
664,2012,48201,CNCA/DGCP/CD/03292/12,CULTURALES,450000
665,2012,48201,CNCA/DGCP/CD/03294/12,CULTURALES,200000
666,2012,48201,CNCA/DGCP/CD/03402/12,CULTURALES,500000
667,2012,48201,CNCA/DGCP/CD/03403/12,CULTURALES,5000000
668,2012,48201,CNCA/DGCP/CD/03643/12,CULTURALES,500000
669,2012,48201,CNCA/DGP/CD/02180/12,CULTURALES,1000000
670,2012,48201,CNCA/DGP/CD/02367/12,CULTURALES,1500000
671,2012,48201,CNCA/DGP/CD/02865/12,CULTURALES,2500000
672,2012,48201,CNCA/DGP/CD/02866/12,CULTURALES,2000000
673,2012,48201,CNCA/DGP/CD/02868/12,CULTURALES,1000000
674,2012,48201,CNCA/DGP/CD/02870/12,CULTURALES,2000000
675,2012,48201,CNCA/DGP/CD/02871/12,CULTURALES,500000
676,2012,48201,CNCA/DGSMPC/CD/01871/12,CULTURALES,28300000
677,2012,48201,CNCA/DGSMPC/CD/01925/12 ,CULTURALES,940000
678,2012,48201,CNCA/DGSMPC/CD/01952/12,CULTURALES,8000000
679,2012,48201,CNCA/DGSMPC/CD/01953/12,CULTURALES,3000000
680,2012,48201,CNCA/DGSMPC/CD/01954/12,CULTURALES,1500000
681,2012,48201,CNCA/DGSMPC/CD/03543/12,CULTURALES,14100000
682,2012,48201,CNCA/DGSMPC/CD/03627/12 ,CULTURALES,2000000
683,2012,48201,CNCA/DGSMPC/CD/03629/12 ,CULTURALES,3500000
684,2012,48201,CNCA/DGSMPC/CD/03644/12,CULTURALES,1640000
685,2012,48201,CNCA/DGSMPC/CD/03646/12,CULTURALES,10810000
686,2012,48201,CNCA/DGSMPC/CD/03647/12,CULTURALES,6000000
687,2012,48201,CNCA/DGSMPC/CD/04235/12 ,CULTURALES,5280000
688,2012,48201,CNCA/DGSMPC/CD/04236/12,CULTURALES,940000
689,2012,48201,CNCA/DGSMPC/CD/04286/12,CULTURALES,4000000
690,2012,48201,CNCA/DGSMPC/CD/04288/12,CULTURALES,6200000
691,2012,48201,CNCA/DGSMPC/CD/04289/12,CULTURALES,1410000
692,2012,48201,CNCA/DGSMPC/CD/04719/12,CULTURALES,4700000
693,2012,48201,CNCA/DGSMPC/CD/05007/12,CULTURALES,10622000
694,2012,48201,CNCA/DGSMPC/CD/05008/12,CULTURALES,800000
695,2012,48201,CNCA/SNFM/CD/01847/12,CULTURALES,1000000
696,2012,48201,CNCA/SNFM/CD/01848/12,CULTURALES,1000000
697,2012,48201,CNCA/SNFM/CD/02167/12,CULTURALES,4500000
698,2012,48201,CNCA/SNFM/CD/02169/12,CULTURALES,1000000
699,2012,48201,CNCA/SNFM/CD/02170/12,CULTURALES,564000
700,2012,48201,CNCA/SNFM/CD/02171/12,CULTURALES,3500000
701,2012,48201,CNCA/SNFM/CD/02172/12,CULTURALES,3290000
702,2012,48201,CNCA/SNFM/CD/02395/12,CULTURALES,2000000
703,2012,48201,CNCA/SNFM/CD/02396/12,CULTURALES,1880000
704,2012,48201,CNCA/SNFM/CD/02397/12,CULTURALES,2350000
705,2012,48201,CNCA/SNFM/CD/02398/12,CULTURALES,1634848
706,2012,48201,CNCA/SNFM/CD/02399/12,CULTURALES,1410000
707,2012,48201,CNCA/SNFM/CD/02519/12,CULTURALES,470000
708,2012,48201,CNCA/SNFM/CD/02520/12,CULTURALES,250000
709,2012,48201,CNCA/SNFM/CD/02966/12 ,CULTURALES,376000
710,2012,48201,CNCA/SNFM/CD/02967/12 ,CULTURALES,376000
711,2012,48201,CNCA/SNFM/CD/02968/12 ,CULTURALES,188000
712,2012,48201,CNCA/SNFM/CD/02969/12,CULTURALES,4785786
713,2012,48201,CNCA/SNFM/CD/02970/12,CULTURALES,500000
714,2012,48301,CNCA/CENART/CD/02681/12,CULTURALES,2000000
715,2012,48301,CNCA/CNDCI/CD/04462/12,CULTURALES,3000000
716,2012,48301,CNCA/DGA/CD/01825/12,CULTURALES,6500000
717,2012,48301,CNCA/DGA/CD/04051/11,CULTURALES,2000000
718,2012,48401,CNCA/DGA/CD/03139/12,CULTURALES,3000000
719,2012,48401,CNCA/DGA/CD/04052/11,CULTURALES,500000
720,2012,48401,CNCA/DGA/CD/04313/12,CULTURALES,4700000
721,2012,48401,CNCA/DGA/CD/04595/12,CULTURALES,7000000
722,2012,48401,CNCA/DGCP/CCOORD/05329/11,CULTURALES,6895000
723,2012,48401,CNCA/DGCP/CD/01740/12,CULTURALES,3000000
724,2012,48501,Acuerdo de Administración,CULTURALES,1300000
725,2012,48501,2AE/CNCA/P/CGC/01604/11,EDUCATIVAS,1863471
726,2012,48501,3AE/CNCA/P/CGC/01604/11,CULTURALES,3394950
727,2012,48101,2091/12,EDUCATIVAS,2000000
728,2012,48101,2215/12,EDUCATIVAS,10000000
729,2012,48101,2275/12,EDUCATIVAS,18612000
730,2012,48101,2341/12,EDUCATIVAS,1034410
731,2012,48101,2632/12,EDUCATIVAS,3843000
760,2013,48101,GDS / UG 015 / 2013,DESARROLLO COMUNITARIO,3500000
761,2013,48101,GDS UG 003 2013,"CULTURALES,DESARROLLO COMUNITARIO",1000000
762,2013,48101,GDS UGS012 2013,"BENEFICENCIA,CULTURALES,EDUCATIVAS,SALUD",300000
763,2013,48101,GDS UG001 2013,"BENEFICENCIA,SALUD",400000
764,2013,48101,GDS UG0012013,"BENEFICENCIA,SALUD",5000000
765,2013,48101,GDS UG005 2013,"CULTURALES,EDUCATIVAS",657378
766,2013,48101,GDS UG014 2013,SOCIALES,1000000
770,2013,48101,73/2013,"CULTURALES,EDUCATIVAS",16400000
771,2013,48201,GDS GUADALAJARA004 2013,"DESARROLLO COMUNITARIO,SOCIALES",5000000
772,2013,48201,GDS UG 009 2013,"DESARROLLO COMUNITARIO,SOCIALES",1300000
773,2013,48201,GDS UG 011 2013,DESARROLLO COMUNITARIO,4500000
774,2013,48201,GDS UGS010 2013,DESARROLLO COMUNITARIO,1000000
775,2013,48201,GDS UG009 2013,DESARROLLO COMUNITARIO,1000000
776,2013,48201,s/n,DESARROLLO COMUNITARIO,1581120
780,2013,48201,130044556,CULTURALES,999164
799,2013,48101,FUND-TVAZTECA-2013,AMBIENTALES,2660575
800,2013,48101,CDDESSA-001-02/2013,EDUCATIVAS,200000
801,2013,48101,CDDESSA-002-02/2013,AMBIENTALES,4000000
802,2013,48101,CDDESSA-003-09/2013,"ADMINISTRATIVAS,EDUCATIVAS",200000
803,2013,48101,CDDESSA-004-10/2013,"CULTURALES,DESARROLLO COMUNITARIO",200000
804,2013,48101,CDDESSA-005-11/2013,BENEFICENCIA,75000
805,2013,48101,CDDESSA-006-11/2013,AMBIENTALES,25000
806,2013,48101,CO-600-400/2013,"BENEFICENCIA,SALUD",4500000
807,2013,48101,822/2013,"INVESTIGACIÓN CIENTÍFICA,SALUD",250000
808,2013,48101,823/2013,"INVESTIGACIÓN CIENTÍFICA,SALUD",600000
809,2013,48101,824/2013,EDUCATIVAS,1000000
810,2013,48101,825/2013,"INVESTIGACIÓN CIENTÍFICA,SALUD",300000
811,2013,48101,826/2013,"INVESTIGACIÓN CIENTÍFICA,SALUD",1100000
812,2013,48101,IMC-B-415/13/13/2013,CULTURALES,6500000
813,2013,48101,IMC-C-023/2013,CULTURALES,185000
814,2013,48101,IMC-180/2013,CULTURALES,1400000
815,2013,48101,IMC-200/2013,CULTURALES,100000
816,2013,48101,IMC-201/2013,CULTURALES,900000
817,2013,48101,IMC-202/2013,CULTURALES,75000
818,2013,48101,IMC-203/2013,CULTURALES,600000
819,2013,48101,IMC-204/2013,CULTURALES,700000
820,2013,48101,IMC-205/2013,CULTURALES,400000
821,2013,48101,IMC-222/2013,CULTURALES,350000
822,2013,48101,IMC-234/2013,CULTURALES,400000
823,2013,48101,IMC-235/2013,CULTURALES,225000
824,2013,48101,IMC-237/2013,CULTURALES,200000
825,2013,48101,IMC-238/2013,CULTURALES,100000
826,2013,48101,IMC-335/2013,CULTURALES,50000
827,2013,48101,IMC-342/2013,CULTURALES,500000
828,2013,48101,IMC-409/2013,CULTURALES,375000
829,2013,48101,IMC-415/2013,CULTURALES,4500000
830,2013,48101,IMC-661/2013,CULTURALES,190000
831,2013,48201,IMC-233/2013,CULTURALES,100000
832,2013,48201,IMC-236/2013,CULTURALES,250000
833,2013,48101,DPM/OD/01/2013,SALUD,6265700
834,2013,48101,DPM/OD/02/2013 ,INVESTIGACIÓN CIENTÍFICA,300000
835,2013,48101,DPM/OD/03/2013 ,INVESTIGACIÓN CIENTÍFICA,300000
836,2013,48101,DPM/OD/04/2013 ,NO TIENE ACTIVIDAD A FINANCIAR,200000
837,2013,48101,SIN NÚMERO,"CULTURALES,DESARROLLO COMUNITARIO,SALUD,SOCIALES",5210000
846,2013,48101,"530,CNC,01,DAJ,16/2013","CULTURALES,OTRAS",416667
847,2013,48101,"530,CNC,02,DAJ,17/2013","CULTURALES,OTRAS",2250000
851,2013,48201,DNC/CNAV/04/2013,CULTURALES,122500
853,2013,48201,200.DNC.01.DAJ.35/2013,CULTURALES,460065
854,2013,48201,300.DNC.02.DAJ.3412013,CULTURALES,500000
855,2013,48201,300.DNC.04.DAJ.3912013,CULTURALES,153125
914,2013,48101, DCA/4168/2013 GDS/DD/012/2013 ,AMBIENTALES,8500000
915,2013,48101,DCA/4166/2013 GDS/DD/011/2013,AMBIENTALES,10000000
916,2013,48101,DCA/4169/2013 GDS/DD/013/2013,AMBIENTALES,4000000
917,2013,48101,DCA/4170/2013 GDS/DD/014/2013,AMBIENTALES,5500000
918,2013,48101,DCA/4206/2013 GDS/DD/020/2013,"AMBIENTALES,EDUCATIVAS",1000000
919,2013,48101,DCA/4207/2013 GDS/DD/019/2013,"EDUCATIVAS,SALUD",6243300
920,2013,48201,DCA/1851/2013 GDS/DD/003/2013,INFRAESTRUCTURA,20000000
921,2013,48201,DCA/1852/2013 GDS/DD/002/2013,INFRAESTRUCTURA,6000000
922,2013,48201,DCA/1853/2013 GDS/DD/001/2013,DESARROLLO COMUNITARIO,30000000
923,2013,48201,DCA/2610/2013 GDS/DD/004/2013,INFRAESTRUCTURA,5000000
924,2013,48201,DCA/2611/2013 GDS/DD/005/2013,CULTURALES,1000000
925,2013,48201,DCA/2612/2013 GDS/DD/006/2013,"INFRAESTRUCTURA,SOCIALES",147500000
926,2013,48201,DCA/2613/2013 GDS/DD/007/2013,INFRAESTRUCTURA,53006472
927,2013,48201,DCA/2614/2013 GDS/DD/E/001/2013,INFRAESTRUCTURA,5000000
928,2013,48201,DCA/4087/2013 GDS/DD/010/2013,DESARROLLO COMUNITARIO,4000000
929,2013,48201,DCA/4167/2013 GDS/DD/016/2013,"INFRAESTRUCTURA,SOCIALES",10000000
930,2013,48201,DCA/4171/2013 GDS/DD/015/2013,INFRAESTRUCTURA,5000000
931,2013,48201,DCA/4172/2013 GDS/DD/017/2013,"AMBIENTALES,INFRAESTRUCTURA,SOCIALES",100000000
932,2013,48201,DCA/4173/2013 GDS/DD/018/2013,"INFRAESTRUCTURA,SALUD",89756700
933,2013,48101, CNCA/DGA/CD/03459/13,CULTURALES,6500000
934,2013,48101, CNCA/DGA/CD/03700/13 ,CULTURALES,492000
935,2013,48101, CNCA/DGA/CD/04131/13 ,CULTURALES,1900000
936,2013,48101,CNCA/DGA/CD/00426/13,CULTURALES,9000000
937,2013,48101,CNCA/DGA/CD/00621/12,CULTURALES,3000000
938,2013,48101,CNCA/DGA/CD/00675/13,CULTURALES,2000000
939,2013,48101,CNCA/DGA/CD/00712/13,CULTURALES,1000000
940,2013,48101,CNCA/DGA/CD/00713/13,CULTURALES,5000000
941,2013,48101,CNCA/DGA/CD/00714/13,CULTURALES,1000000
942,2013,48101,CNCA/DGA/CD/00715/13,CULTURALES,8200000
943,2013,48101,CNCA/DGA/CD/00812/13,CULTURALES,3100000
944,2013,48101,CNCA/DGA/CD/00879/14,CULTURALES,5000000
945,2013,48101,CNCA/DGA/CD/00880/13,CULTURALES,850000
946,2013,48101,CNCA/DGA/CD/00881/13,CULTURALES,1000000
947,2013,48101,CNCA/DGA/CD/00882/13,CULTURALES,2500000
948,2013,48101,CNCA/DGA/CD/00883/13,CULTURALES,9000000
949,2013,48101,CNCA/DGA/CD/00946/13,CULTURALES,5000000
950,2013,48101,CNCA/DGA/CD/01004/13,CULTURALES,5000000
951,2013,48101,CNCA/DGA/CD/01005/13,CULTURALES,12000000
952,2013,48101,CNCA/DGA/CD/01149/13,CULTURALES,3200000
953,2013,48101,CNCA/DGA/CD/01222/13,CULTURALES,250000
954,2013,48101,CNCA/DGA/CD/01226/13,CULTURALES,4000000
955,2013,48101,CNCA/DGA/CD/01227/13,CULTURALES,2000000
956,2013,48101,CNCA/DGA/CD/01228/13,CULTURALES,5000000
957,2013,48101,CNCA/DGA/CD/01313/13,CULTURALES,3100000
958,2013,48101,CNCA/DGA/CD/01315/13,CULTURALES,10000000
959,2013,48101,CNCA/DGA/CD/01316/13,CULTURALES,3000000
960,2013,48101,CNCA/DGA/CD/01317/13,CULTURALES,1868000
961,2013,48101,CNCA/DGA/CD/01440/13,CULTURALES,62160000
962,2013,48101,CNCA/DGA/CD/01441/13,CULTURALES,5000000
963,2013,48101,CNCA/DGA/CD/01443/13,CULTURALES,8100000
964,2013,48101,CNCA/DGA/CD/01444/13,CULTURALES,8200000
965,2013,48101,CNCA/DGA/CD/01445/13,CULTURALES,9300000
966,2013,48101,CNCA/DGA/CD/01446/13,CULTURALES,800000
967,2013,48101,CNCA/DGA/CD/01447/13,CULTURALES,1700000
968,2013,48101,CNCA/DGA/CD/01575/13,CULTURALES,3000000
969,2013,48101,CNCA/DGA/CD/01576/13,CULTURALES,10000000
970,2013,48101,CNCA/DGA/CD/01577/13,CULTURALES,7301600
971,2013,48101,CNCA/DGA/CD/01578/13,CULTURALES,1100000
972,2013,48101,CNCA/DGA/CD/01579/13,CULTURALES,1000000
973,2013,48101,CNCA/DGA/CD/01747/13,CULTURALES,1000000
974,2013,48101,CNCA/DGA/CD/01750/13,CULTURALES,1000000
975,2013,48101,CNCA/DGA/CD/01821/13,CULTURALES,2700000
976,2013,48101,CNCA/DGA/CD/01822/13,CULTURALES,8000000
977,2013,48101,CNCA/DGA/CD/01823/13,CULTURALES,3000000
978,2013,48101,CNCA/DGA/CD/01882/12,EDUCATIVAS,20000000
979,2013,48101,CNCA/DGA/CD/0203/13,CULTURALES,10000000
980,2013,48101,CNCA/DGA/CD/02257/13,CULTURALES,500000
981,2013,48101,CNCA/DGA/CD/02269/13,CULTURALES,1000000
982,2013,48101,CNCA/DGA/CD/02270/13,CULTURALES,7000000
983,2013,48101,CNCA/DGA/CD/02271/13,CULTURALES,3000000
984,2013,48101,CNCA/DGA/CD/02272/13,CULTURALES,5500000
985,2013,48101,CNCA/DGA/CD/02273/13,CULTURALES,5000000
986,2013,48101,CNCA/DGA/CD/02274/13,CULTURALES,2500000
987,2013,48101,CNCA/DGA/CD/02275/13,CULTURALES,7000000
988,2013,48101,CNCA/DGA/CD/02318/13,CULTURALES,20000000
989,2013,48101,CNCA/DGA/CD/02337/13,CULTURALES,3920000
990,2013,48101,CNCA/DGA/CD/02356/13,CULTURALES,7000000
991,2013,48101,CNCA/DGA/CD/02357/13,CULTURALES,30000000
992,2013,48101,CNCA/DGA/CD/02358/13,CULTURALES,9903306
993,2013,48101,CNCA/DGA/CD/02360/13,CULTURALES,1000000
994,2013,48101,CNCA/DGA/CD/02442/13,CULTURALES,20000000
995,2013,48101,CNCA/DGA/CD/02608/12,CULTURALES,3000000
996,2013,48101,CNCA/DGA/CD/02962/12,CULTURALES,10000000
997,2013,48101,CNCA/DGA/CD/03034/13,CULTURALES,1368056
998,2013,48101,CNCA/DGA/CD/03035/13,EDUCATIVAS,12000000
999,2013,48101,CNCA/DGA/CD/03036/13,CULTURALES,7000000
1000,2013,48101,CNCA/DGA/CD/03037/13,CULTURALES,1000000
1001,2013,48101,CNCA/DGA/CD/03199/13,CULTURALES,3100000
1002,2013,48101,CNCA/DGA/CD/03244/13,CULTURALES,2500000
1003,2013,48101,CNCA/DGA/CD/03245/13,CULTURALES,2500000
1004,2013,48101,CNCA/DGA/CD/03250/13,CULTURALES,11000000
1005,2013,48101,CNCA/DGA/CD/03353/13,CULTURALES,3100000
1006,2013,48101,CNCA/DGA/CD/03360/13,CULTURALES,1000000
1007,2013,48101,CNCA/DGA/CD/03406/13,CULTURALES,10000000
1008,2013,48101,CNCA/DGA/CD/03458/13,CULTURALES,6000000
1009,2013,48101,CNCA/DGA/CD/03460/13,CULTURALES,8000000
1010,2013,48101,CNCA/DGA/CD/03461/13,CULTURALES,2000000
1011,2013,48101,CNCA/DGA/CD/03482/13,CULTURALES,3100000
1012,2013,48101,CNCA/DGA/CD/03494/13,CULTURALES,6000000
1013,2013,48101,CNCA/DGA/CD/03495/13,CULTURALES,1000000
1014,2013,48101,CNCA/DGA/CD/03497/13,CULTURALES,3100000
1015,2013,48101,CNCA/DGA/CD/03524/13,CULTURALES,500000
1016,2013,48101,CNCA/DGA/CD/03531/13,CULTURALES,386000
1017,2013,48101,CNCA/DGA/CD/03533/13,CULTURALES,7000000
1018,2013,48101,CNCA/DGA/CD/03558/13,CULTURALES,1500000
1019,2013,48101,CNCA/DGA/CD/03559/13,CULTURALES,1000000
1020,2013,48101,CNCA/DGA/CD/03560/13,CULTURALES,3828022
1021,2013,48101,CNCA/DGA/CD/03561/13,CULTURALES,1000000
1022,2013,48101,CNCA/DGA/CD/03562/13,CULTURALES,1000000
1023,2013,48101,CNCA/DGA/CD/03563/13,CULTURALES,6750000
1024,2013,48101,CNCA/DGA/CD/03564/13,CULTURALES,5000000
1025,2013,48101,CNCA/DGA/CD/03565/13,CULTURALES,9073500
1026,2013,48101,CNCA/DGA/CD/03566/13,CULTURALES,3500000
1027,2013,48101,CNCA/DGA/CD/03582/13,CULTURALES,4000000
1028,2013,48101,CNCA/DGA/CD/03583/13,CULTURALES,2000000
1029,2013,48101,CNCA/DGA/CD/03584/13,CULTURALES,1000000
1030,2013,48101,CNCA/DGA/CD/03680/13,CULTURALES,8300000
1031,2013,48101,CNCA/DGA/CD/03682/13,CULTURALES,8100000
1032,2013,48101,CNCA/DGA/CD/03701/13,CULTURALES,4500000
1033,2013,48101,CNCA/DGA/CD/03722/13,CULTURALES,6200000
1034,2013,48101,CNCA/DGA/CD/03725/13,CULTURALES,3000000
1035,2013,48101,CNCA/DGA/CD/03731/13,CULTURALES,300000
1036,2013,48101,CNCA/DGA/CD/03778/13,CULTURALES,800000
1037,2013,48101,CNCA/DGA/CD/03781/13,CULTURALES,1000000
1038,2013,48101,CNCA/DGA/CD/03782/13,CULTURALES,300000
1039,2013,48101,CNCA/DGA/CD/03958/13,CULTURALES,1000000
1040,2013,48101,CNCA/DGA/CD/03966/13 ,CULTURALES,2201040
1041,2013,48101,CNCA/DGA/CD/03996/13,CULTURALES,8200000
1042,2013,48101,CNCA/DGA/CD/03997/13,CULTURALES,10000000
1043,2013,48101,CNCA/DGA/CD/04010/13,CULTURALES,2500000
1044,2013,48101,CNCA/DGA/CD/04011/13,CULTURALES,2500000
1045,2013,48101,CNCA/DGA/CD/04012/13,CULTURALES,8100000
1046,2013,48101,CNCA/DGA/CD/04013/13,CULTURALES,3992000
1047,2013,48101,CNCA/DGA/CD/04063/13,CULTURALES,8100000
1048,2013,48101,CNCA/DGA/CD/04064/13,CULTURALES,8300000
1049,2013,48101,CNCA/DGA/CD/04137/13,CULTURALES,1000000
1050,2013,48101,CNCA/DGA/CD/04289/13,CULTURALES,10011000
1051,2013,48101,CNCA/DGA/CD/04290/13,CULTURALES,10134119
1052,2013,48101,CNCA/DGA/CD/04291/13,CULTURALES,19984281
1053,2013,48101,CNCA/DGA/CD/04314/13,CULTURALES,1000000
1054,2013,48101,CNCA/DGA/CD/04383/13,CULTURALES,3100000
1055,2013,48101,CNCA/DGA/CD/04384/13,CULTURALES,1000000
1056,2013,48101,CNCA/DGA/CD/04385/13,CULTURALES,1000000
1057,2013,48101,CNCA/DGA/CD/04386/13,CULTURALES,740000
1058,2013,48101,CNCA/DGA/CD/04667/13,CULTURALES,5004500
1059,2013,48101,CNCA/DGA/CD/04851/13,CULTURALES,1000000
1060,2013,48101,CNCA/DGA/CD/04854/12,CULTURALES,7050000
1061,2013,48101,CNCA/DGA/CD/04955/13,EDUCATIVAS,2000000
1062,2013,48101,CNCA/DGA/CD/04958/13,CULTURALES,4950000
1063,2013,48101,CNCA/DGA/CD/04995/13,CULTURALES,4500000
1064,2013,48101,CNCA/DGA/CD/05204/13,CULTURALES,400000
1065,2013,48101,CNCA/DGA/CD/05205/13,CULTURALES,790000
1066,2013,48101,CNCA/DGA/CD/05206/13,CULTURALES,2343200
1067,2013,48101,CNCA/DGA/CD/05207/13,CULTURALES,2000000
1068,2013,48101,CNCA/DGA/CD/05208/13,CULTURALES,3000000
1069,2013,48101,CNCA/DGA/CD/05322/13,CULTURALES,1000000
1070,2013,48101,CNCA/DGA/CD/05332/13,CULTURALES,5000000
1071,2013,48101,CNCA/DGA/CD/05361/13,EDUCATIVAS,2000000
1072,2013,48101,CNCA/DGA/CD/05386/13,CULTURALES,10000000
1073,2013,48101,CNCA/DGA/CD/05475/13,CULTURALES,3674914
1074,2013,48101,CNCA/DGA/CD/05476/13,EDUCATIVAS,2500000
1075,2013,48101,CNCA/DGA/CD/05477/13,CULTURALES,910000
1076,2013,48101,CNCA/DGA/CD/05479/13,CULTURALES,3160000
1077,2013,48101,CNCA/DGA/CD/05480/13,CULTURALES,300000
1078,2013,48101,CNCA/DGA/CD/05483/13,INFRAESTRUCTURA,1000000
1079,2013,48101,CNCA/DGA/CD/05484/13,CULTURALES,10000000
1080,2013,48101,CNCA/DGA/CD/05533/13,CULTURALES,2752377
1081,2013,48101,CNCA/DGA/CD/1743/13,CULTURALES,2500000
1082,2013,48101,CNCA/DGA/CD/1744/13,CULTURALES,12000000
1083,2013,48101,CNCA/DGA/CD/1745/13,CULTURALES,5000000
1084,2013,48101,CNCA/DGA/CD/1746/13,CULTURALES,5000000
1085,2013,48101,CNCA/DGA/CD/1748/13,CULTURALES,8200000
1086,2013,48101,CNCA/DGA/CD/3995/13,CULTURALES,8300000
1087,2013,48101,CNCA/DGA/CD/3998/13,CULTURALES,10000000
1088,2013,48101,CNCA/DGAlCD/03567/13,CULTURALES,5000000
1089,2013,48101,CNCA/DGCP/CD/04549/13,CULTURALES,2501800
1090,2013,48101,CNCA/DGCP/CD/04550/13,CULTURALES,600000
1091,2013,48101,CNCA/SNFM/CD/01458/13,CULTURALES,20600000
1092,2013,48101,CNCA/SNFM/CD/01459/13,CULTURALES,20600000
1093,2013,48101,CNCA/SNFM/CD/01460/13,CULTURALES,20600000
1094,2013,48101,CNCA/SNFM/CD/01461/13,CULTURALES,20600000
1095,2013,48101,CNCA/SNFM/CD/01462/13,CULTURALES,20600000
1096,2013,48101,CNCA/SNFM/CD/02292/13,CULTURALES,1500000
1097,2013,48101,CNCA/SNFM/CD/03962/13,CULTURALES,3100000
1098,2013,48201,CCNCA/DGCP/CD/04552/13,CULTURALES,1500000
1099,2013,48201,CNCA/DGA/CD/00676/13,CULTURALES,2000000
1100,2013,48201,CNCA/DGA/CD/02267/13,CULTURALES,1500000
1101,2013,48201,CNCA/DGA/CD/03058/13,CULTURALES,5000000
1102,2013,48201,CNCA/DGA/CD/03290/12,INFRAESTRUCTURA,1320000
1103,2013,48201,CNCA/DGA/CD/03483/13,CULTURALES,1880000
1104,2013,48201,CNCA/DGA/CD/03724/13,CULTURALES,1000000
1105,2013,48201,CNCA/DGA/CD/04317/13,CULTURALES,8000000
1106,2013,48201,CNCA/DGA/CD/04318/13,CULTURALES,14300000
1107,2013,48201,CNCA/DGA/CD/04505/13,CULTURALES,20000000
1108,2013,48201,CNCA/DGA/CD/04506/13,CULTURALES,20000000
1109,2013,48201,CNCA/DGA/CD/04617/13,CULTURALES,12700000
1110,2013,48201,CNCA/DGCP/CD/04551/13,CULTURALES,1500000
1111,2013,48201,CNCA/DGCP/CD/04553/13,CULTURALES,1500000
1112,2013,48201,CNCA/DGCP/CD/04554/13,CULTURALES,1500000
1113,2013,48201,CNCA/DGSMPC/CD/03645/12,INFRAESTRUCTURA,10000000
1114,2013,48301,CNCA/DGA/CD/01442/13,CULTURALES,6000000
1115,2013,48301,CNCA/DGA/CD/05503/13,CULTURALES,2500000
1116,2013,48401,CNCA/DGA/CD/01314/13,CULTURALES,3000000
1117,2013,48401,CNCA/DGA/CD/01973/13,CULTURALES,7851000
1118,2013,48401,CNCA/DGA/CD/03107/13,CULTURALES,2350000
1119,2013,48401,CNCA/DGA/CD/04595/13,CULTURALES,10000000
1120,2013,48501,CNCA/DGA/CD/02266/13,CULTURALES,2000000
1121,2013,48101,1578/13,EDUCATIVAS,300000
1122,2013,48101,2205/13,EDUCATIVAS,639000
1123,2013,48101,2963/13,EDUCATIVAS,717356
1126,2013,48101,Convenio 001,AMBIENTALES,2624425
1205,2014,48101,ACUERDO 72/2014,"CULTURALES,EDUCATIVAS",16800000
1206,2014,48101,GDS /CD/010/2014,"EDUCATIVAS,SOCIALES",2421500
1207,2014,48101,GDS /CD/043/2014,SOCIALES,250000
1208,2014,48101,GDS /021/2014,"DESARROLLO COMUNITARIO,SOCIALES",1000000
1209,2014,48101,GDS/CD/002/2014,BENEFICENCIA,300000
1210,2014,48101,GDS/CD/007/2014,SOCIALES,600000
1211,2014,48101,1-GRPS,AMBIENTALES,1400000
1212,2014,48101,2-GRPS,AMBIENTALES,800000
1213,2014,48201,GDS /CD/009/2014,"DESARROLLO COMUNITARIO,SOCIALES",1200000
1214,2014,48201,GDS /CD/013/2014,"DESARROLLO COMUNITARIO,SOCIALES",670000
1215,2014,48201,GDS /CD/014/2014,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",800000
1216,2014,48201,GDS /CD/015/2014,"DESARROLLO COMUNITARIO,SOCIALES",850000
1217,2014,48201,GDS /CD/017/2014,"CULTURALES,SOCIALES",2500000
1218,2014,48201,GDS /CD/018/2014,"DESARROLLO COMUNITARIO,SOCIALES",2000000
1219,2014,48201,GDS /CD/019/2014,"CULTURALES,SOCIALES",1200000
1220,2014,48201,GDS /CD/020/2014,"CULTURALES,DESARROLLO COMUNITARIO,EDUCATIVAS",3600000
1221,2014,48201,GDS /CD/023/2014,"DESARROLLO COMUNITARIO,SALUD",670000
1222,2014,48201,GDS /CD/026/2014,INFRAESTRUCTURA,3000000
1223,2014,48201,GDS /CD/027/2014,"DESARROLLO COMUNITARIO,SOCIALES",550000
1224,2014,48201,GDS /CD/028/2014,"APLICACIÓN DE NUEVAS TECNOLOGÍAS,EDUCATIVAS",400000
1225,2014,48201,GDS /CD/029/2014,INFRAESTRUCTURA,4000000
1226,2014,48201,GDS /CD/030/2014,"DESARROLLO COMUNITARIO,SOCIALES",1000000
1227,2014,48201,GDS /CD/031/2014,DESARROLLO COMUNITARIO,4800000
1228,2014,48201,GDS /CD/033/2014,"DESARROLLO COMUNITARIO,SOCIALES",1800000
1229,2014,48201,GDS /CD/034/2014,"INFRAESTRUCTURA,SOCIALES",2700000
