"EJERCICIO","NOMBRE_INSTITUCION","CLAVE_PARTIDA","NUM_CONTRATO","DONATARIO","FECHA_CELEBRACION","MONTO_CONTRATO","FECHA_CONCLUSION","OBJETO_DONATIVO","TIPO_ACTIVIDADES_FINANCIAR","MONTO_OTORGADO"
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","3","Asociación Mexicana en pro de la Familia, Cultura y Bienestar Social",22/10/13,90909,11/04/14,"CALLEJONEADAS TERAPÉUTICAS PARA CONCIENTIZAR ADULTOS MAYORES MAZAHUAS DEL TRATAMIENTO MÉDICO DE LA DEPRESIÓN PERTENECIENTES A ALMOLOYA DE JUÁREZ, HACIA UNA CULTURA DE SALUD MENTAL PARA EVITAR SU MARGINACIÓN","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","4","CENTRO CÁRITAS DE FORMACIÓN PARA LAS FARMACODEPENDENCIAS Y SITUACIONES CRÍTICAS ASOCIADAS",22/10/13,90909,16/12/13,"POR UNA VIDA PLENA. ACCIONES DE ATENCIÓN Y PROMOCIÓN DE LA SALUD EN COMUNIDADES INDÍGENAS MAZAHUAS Y NÁHUATL, A TRAVÉS DE LA REDUCCIÓN DE DAÑOS DE SITUACIONES CRÍTICAS QUE PRODUCE EL ABUSO DE ALCOHOL","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","5","CENTRO DE REHABILITACIÓN VIDA Y ESPERANZA",22/10/13,90909,22/01/14,"APOYOS CLÍNICOS Y CAPACITACIÓN FUNDAMENTAL PARA LA PREVENCIÓN Y TRATAMIENTO DE LAS ADICCIONES","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","6","CHANTIIK TAJ TAJINKUTIK",22/10/13,90909,30/05/14,"PROYECTO DE PREVENCIÓN DE LA OBESIDAD Y LA DIABETES EN JÓVENES EN SITUACIÓN DE VULNERABILIDAD, MEDIANTE CAPACITACIÓN PARA EL MEJORAMIENTO DE LA SEGURIDAD ALIMENTARIA EN SAN CRISTÓBAL DE LAS CASAS, CHIAPAS ","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","7","Clínica del Instituto de la Familia",22/10/13,90909,29/12/13,"DISMINUCIÓN DE LA VIOLENCIA FAMILIAR A TRAVÉS DE LA PREVENCIÓN","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","8","CRUZ ROSA",22/10/13,90909,30/04/14,"FORTALECER DE MANERA INTEGRAL A LA MUJER CON CÁNCER PARA LA RECUPERACIÓN DE SU SALUD, REINTEGRACIÓN A SU VIDA COTIDIANA, SIENDO EJEMPLO EN SU COMUNIDAD, REPLICANDO EL MENSAJE DE LA DETECCIÓN OPORTUNA Y RESPONSABILIDAD EN LA SALUD","SALUD",90909
"2013","ADMINISTRACIÓN DEL PATRIMONIO DE LA BENEFICIENCIA PÚBLICA","48101","9","Fundación Ana",22/10/13,90909,30/01/14,"DETECTA A TIEMPO EL CÁNCER Y OTRAS ENFERMEDADES, EN NIÑOS Y ADOLESCENTES DEL ESTADO DE MÉXICO.","SALUD",90909
"2013","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS, S.N.C.","48301","N/A","Fideicomiso Irrevocable de Administración 10055",06/11/13,2966592,31/12/13,"SE DESTINA A CUBRIR LOS GASTOS QUE SE MARCAN EN LOS INCISOS H) Y I) DEL CONTRATO DEL FIDEICOMISO, RELATIVOS AL POSICIONAMIENTO DE LA  MARCA EN EL MERCADO, SIENDO ÉSTOS ENUNCIATIVOS Y NO LIMITATIVOS.","ADMINISTRATIVAS",2200000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS / UG 015 / 2013","DESARROLLO, SUSTENTABILIDAD Y PROGRESO DE NAYARIT",20/12/13,3500000,25/11/14,"REALIZACIÓN Y CONSOLIDACIÓN DE PROYECTOS SUSTENTABLES, CAPACITACIÓN Y ORGANIZACIÓN DE LA COMUNIDAD INDIGENA EN PROCESOS PRODUCTIVOS QUE GENEREN DESARROLLO REGIONAL EN LA ZONA DE INFLUENCIA DEL PROYECTO HIDROELÉCTRICO LAS CRUCES","DESARROLLO COMUNITARIO",3500000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UG 003 2013","COMUNIDAD DE SERVICIO",27/11/13,1000000,31/12/14,"MANTENIMIENTO Y REPARACIÓN EN LA TECHUMBRE DEL EDIFICIO QUE FUE SEDE DE LA CASA DE CULTURA TEHUANTEPEC, OAXACA.","CULTURALES,DESARROLLO COMUNITARIO",1000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UGS012 2013","CASA HOGAR DE NUESTRA SEÑORA DE LA PAZ",20/12/13,300000,20/06/14,"ESTABLECIMIENTO Y ADMINISTRACIÓN DEL CENTRO DE ENSEÑANZA CULTURAL Y CIENTIFICA PARA DAR ALBERGUE Y EDUCACIÓN A NIÑAS POBRES, HUERFANAS O SIN HOGAR","BENEFICENCIA,CULTURALES,EDUCATIVAS,SALUD",300000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UG001 2013","HOSPITAL DE LA PURISIMA CONCEPCIÓN Y DE JESÚS NAZARENO (HOSPITAL DE JESÚS)",26/11/13,400000,25/03/14,"ATENCIÓN A PACIENTES DE HOSPITALIZACIÓN EN MAYOR SITUACIÓN DE POBREZA DEL PAIS Y LUGARES DONDE OPERA LA CFE","BENEFICENCIA,SALUD",400000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UG0012013","FUNDACION PARA LA ASISTENCIA E INVESTIGACIÓN EN CIRUGIA PLASTICA Y RECONSTRUCTIVA",26/11/13,5000000,25/11/14,"ATENCIÓN A NIÑOS CON LABIO Y PALADAR HENDIDOS EN DIVERSAS COMUNIDADES EN MAYOR SITUACIÓN DE POBREZA DEL PAIS Y LUGARES DONDE OPERA LA CFE","BENEFICENCIA,SALUD",5000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UG005 2013","CONSEJO NACIONAL ADOPTE UNA OBRA DE ARTE",29/11/13,657378,25/03/14,"ATENCION CULTURAL Y EDUCATIVA DE LA COMUNIDAD PUREPECHA A TRAVES DE LA MEJORA DEL EQUIPAMIENTO E INFRAESTRUCTURA DEL CENTRO DE INTERPRETACIÓN DE LA RUTA DON VASCO","CULTURALES,EDUCATIVAS",657378
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","GDS UG014 2013","FUNDACIÓN TV AZTECA",18/12/13,1000000,30/12/14,"CONSTRUCCIÓN DE UNA ESCUELA EN EL NUEVO POBLADO DE LA VENTA VIEJA","SOCIALES",1000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","10","FONDO DE CONSERVACIÓN EL TRIUNFO",27/08/13,1400000,31/12/13,"REFORESTACIÓN Y BARRERAS DE CONTENCIÓN PARA EVITAR EROSIÓN EN LA RESERVA DE LA BIOSFERA EL TRIUNFO.","CULTURALES",1400000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","11","FONDO DE CONSERVACIÓN EL TRIUNFO",27/08/13,800000,31/12/13,"LIMPIEZA ANUAL DEL EMBALSE DE LA CENTRAL HIDROELÉCTRICA ING. MANUEL MORENO TORRES-CHICOASEN","CULTURALES",800000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","2","COMISIÓN NACIONAL FORESTAL",01/10/13,6000000,29/12/17,"PROMOVER MECANISMOS LOCALES DE PAGO POR SERIVICIOS AMBIENTALES A TRAVES DE FONDOS CONCURRENTES.","AMBIENTALES",600000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48101","73/2013","FUNDACION CFE",25/06/13,16400000,09/10/14,"PROYECTOS MUSEOGRÁFICOS: A) ADQUISICIÓN DEL ROBOT THESPIAN HUMANOIDE; RENTA DEL SATÉLITE ULISES I MISIÓN N45; STAR WARS; ACTUALIZACIÓN DE LA EXPOSICIÓN DE FÍSICA; SIMULADOR DE VUELO MÚLTIPLE DC3; EXPOSICIÓN TREN VIRTUAL; DC3; B) MODERNIZACIÓN DE LA EXPLANADA DEL MUSEO; APOYO AL PROGRAMA “MUTEC” EXTRAMUROS E INTINERANCIA DE EXPOSICIONES NACIONALES E INTERNACIONALES; C) ADQUISICIÓN DE EQUIPOS Y MATERIALES PARA EDUCACIÓN, DIFUSIÓN Y PROMOCIÓN; D) CONTRATACIÓN DE PERSONAL TÉCNICO PROFESIONAL ESPECIALIZADO EN TEMAS Y ACTIVIDADES MUSEOGRÁFICAS; 3) CASITA DEL AHORRO MÓVIL; Y F) PROYECTO DE PROMOCIÓN Y DIFUSIÓN DE EVENTOS DE CIENCIA, 

","CULTURALES,EDUCATIVAS",16400000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","GDS GUADALAJARA004 2013","AYUNTAMIENTO DE GUADALAJARA",28/11/13,5000000,31/12/14,"PROYECTO DE REMODELACIÓN DE LA UNIDAD DEPORTIVA 18 DE MARZO, (ANTIGUO PENAL DE OBLATOS).","DESARROLLO COMUNITARIO,SOCIALES",5000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","GDS UG 009 2013","EJIDO DE TEXCA, MUNICIPIO DE ACAPULCO DE JUAREZ, ESTADO DE GUERRERO",18/12/13,1300000,30/12/14,"APOYO A LAS MEJORAS DE LAS TIERRAS EJIDALES","DESARROLLO COMUNITARIO,SOCIALES",1300000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","GDS UG 011 2013","EJIDO CHICOASEN, ESTADO DE CHIAPAS",17/12/13,4500000,30/07/14,"PROYECTO PRODUCTIVO RELATIVO A MEJORAS DE LA TIERRA Y LIMPIEZA DEL EMBALSE Y RIVERA DEL CAUDAL DEL RIO GRIJALVA","DESARROLLO COMUNITARIO",4500000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","GDS UGS010 2013","H. AYUNTAMIENTO CONSTITUCIONAL, MUNICIPIO DE LA UNION ISIDORO MONTES DE OCA, GUERRERO",20/12/13,1000000,30/11/14,"AMPLIACION DEL PROYECTO, SE INCLUYE REMODELACION DE CENTRO DE SALUD","DESARROLLO COMUNITARIO",1000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","GDS UG009 2013","EJIDO TIXTLA, MUNICIPIO TIXTLA, ESTADO DE GUERRERO",23/12/13,1000000,28/06/14,"APOYO A LAS MEJORAS DE LAS TIERRAS EJIDALES","DESARROLLO COMUNITARIO",1000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","s/n","Subsecretaria de Desarrollo Politico del Gobierno del Estado de Guerrero",30/09/13,1666480,31/12/13,"DONACION DE 8000 DESPENSAS A COMUNIDADES DEL ESTADO DE GUERRERO CON MOTIVO DE LA TORMENTA TROPICAL MANUEL
","DESARROLLO COMUNITARIO",1581120
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","1","MUNICIPIO DE PITIQUITO, SONORA",13/09/13,4306000,31/12/13,"CONSTRUCCION DE RELLENO SANITARIO EN LA POBLACION DE LA COMISARIA DE  PUERTO LIBERTAD, CENTRAL TERMOELECTRICA PUERTO LIBERTAD Y CAMPAMENTO DE COMISION FEDERAL DE  ELECTRICIDAD ","SALUD",4306000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","12","EJIDO SAN JOAQUÍN, MUNICIPIO DE ZINAPECUARO, MICHOACAN",30/08/13,863000,31/12/13,"CONSTRUCCIÓN DE ALMACÉN PARA GRANOS Y FRUTAS EN EL EJIDO DE SAN JOAQUIN JARIPEO","BENEFICENCIA",863000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","13","COORDINACION MUNICIPAL DE PARTICIPACIÓN SOCIAL Y FORMACIÓN VALORAL, DELEGACIÓN MEXICALI",30/08/13,600000,30/05/14,"""PROGRAMA DE ATENCIÓN A ESCUELAS DEL VALLE DE MEXICALI"". IMPARTICIÓN DE TALLERES EN ESCUELAS DEL VALLE DE MEXICALI: EJIDO NUEVO LEÓN, CIUDAD GUADALUPE VICTORIA,  CUCAPAH MESTIZO, ESTACIÓN DELTA, ISLAS AGRARIAS, EJIDO GUERRERO, CIUDAD MORELOS, COL. CERRO PRIETO","EDUCATIVAS",600000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","130044556","Municipio de San Felipe, Guanajuato",06/09/13,999164,06/12/13,"APOYO AL PROYECTO DE ILUMINACION DE ALUMBRADO TRADICIONAL DE FOMENTO TURISTICO
","CULTURALES",999164
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","14","CENTRO DE DESARROLLO HUMANO INTEGRAL WAKI-ÑUL DEL DIF, MUNICIPIO DE MEXICALI, BAJA CALIFORNIA",03/09/13,1000000,31/12/13,"EQUIPAMIENTO DEL CENTRO WAKI-ÑUL , CIUDAD GUADALUPE VICTORIA,  (SEGUNDA ETAPA).","BENEFICENCIA",1000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","15","EJIDO MIGUEL HIDALGO, VALLE DE MEXICALI",03/09/13,300000,03/02/14,"EQUIPAMIENTO DE AIRE ACONDICIONADO SALÓN EJIDAL, EJIDO HIDALGO VALLE DE MEXICALI.","BENEFICENCIA",300000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","16","ESCUELA SECUNDARIA GENERAL MATUTINA No. 26,  MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO EMILIANO ZAPATA","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","17","TELESECUNDARIA NO. 71 HECTOR TERAN TERAN, MUNICIPIO DE MEXICALI, B.C.",18/09/13,156300,18/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO JESUS GONZALEZ ORTEGA","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","18","ESCUELA SECUNDARIA GENERAL MATUTINA NO. 58, MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO MICHOACAN DE OCAMPO","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","19","ESCUELA PRIMARIA ESTATAL ADOLFO RUÍZ CORTINEZ, MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD CIUDAD GUADALUPE VICTORIA","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","2","EJIDO DE PLAN DE AYALA, BAJA CALIFORNIA",10/09/13,283800,31/12/13,"APRENDIZAJE DE PAQUETRIA Y ELABORACIÓN DE TRABAJOS ESCOLARES MEDIANTE EL EQUIPAMIENTO DE COMPUTADORAS","EDUCATIVAS",283800
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","20","ESCUELA SECUNDARIA GENERAL MATUTINA NO. 10, MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO NUEVO LEON","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","21","ESCUELA PRIMARIA RURAL ESTATAL PROFESOR RAFAEL RAMIREZ, MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD COLONIA ORIVE ALBA","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","22","ESCUELA PRIMARIA MIGUEL ANGEL CASILLAS, MUNICIPIO DE MEXICALI, B.C.",17/09/13,156300,17/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO JANITZIO","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","23","ESCUELA PRIMARIA ESTATAL JOSE MARIA MORELOS Y PAVON, MUNICIPIO DE MEXICALI, B.C.",18/09/13,156300,18/11/13,"ADQUISICIÓN DE EQUIPO DE COMPUTO DENTRO DEL PROGRAMA DE MEJORAMIENTO TECNOLOGICO EN ESCUELAS DEL VALLE DE MEXICALI, COMUNIDAD EJIDO AGUASCALIENTES","EDUCATIVAS",156300
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","3","MUNICIPIO DE NAVA, COAHUILA",03/09/13,2648100,31/12/13,"PAVIMENTACION DE DIFERENTES ARTERIAS Y CAMINOS VECINALES, ASI COMO EL RECARPETEO DE ALGUNAS CALLES","BENEFICENCIA",2648100
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","4","municipio de sabinas",24/12/13,5000000,31/03/14,"CONSTRUCCIÓN DE LA 3RA. ETAPA DE LA VÍA LATERNA SABINAS-AGUJITA","BENEFICENCIA",5000000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","5","ASOCIACIÓN DE USUARIOS DE RIEGO LOMBARDIA",10/10/13,2682900,08/02/14,"REPARACION DEL CANAL DE RIEGO EL ABREVADERO","BENEFICENCIA",2682900
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","7","MUNICIPIO DE TULA DE ALLENDE, HIDALGO",29/08/13,7159000,30/11/14,"PAVIMENTACIÓN HIDRÁULICA EN DIVERSAS CALLES DE LA COL. CENTRO DE LA CD. DE TULA, DENTRO DEL PRIMER CUADRO MORELOS, HIDALGO, ZARAGOZA Y 5 DE MAYO","BENEFICENCIA",7159000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","8","POBLADO DE ESTACIÓN COLONIA, MUNICIPIO DE ALTAMIRA, TAMAULIPAS",02/09/13,4250001,31/12/13,"RED DE AGUA, PLANTA DE TRATAMIENTO DE AGUAS NEGRAS Y PAVIMENTACIÓN DE GUARNICIONES, CALLES Y BANQUETAS, DEL  POBLADO ESTACIÓN COLONIA, MPIO, DE ALTAMIRA, TAMAULIPAS","CULTURALES",4250001
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48201","9","JARDÍN DE NIÑOS LAURO VILLAR, MUNICPIO DE ALTAMIRA, TAMAULIPAS",02/09/13,250000,31/12/13,"CONSTRUCCION DE AULA PARA LA EDUCACION ESPECIAL DE NIÑOS CON HABILIDADES DIFERENTES","EDUCATIVAS",250000
"2013","COMISION FEDERAL DE ELECTRICIDAD.","48401","6","FIDEICOMISO DE INVERSIÓN Y ADMINISTRACIÓN NO. 9792-06-38 BANCO DEL BAJÍO",13/09/13,2000000,30/07/15,"PROGRAMA PERMANENTE PARA MEJORAR LA CALIDAD DEL AIRE EN EL MUNICIPIO DE SALAMANCA, GUANAJUATO","SOCIALES",2000000
"2013","COMISIÓN NACIONAL DEL AGUA","48101","FUND-TVAZTECA-2013","FUNDACIÓN TV AZTECA",30/04/13,2660575,31/12/13,"DONATIVO DESTINADO A LA COMPAÑA SOCIAL DENOMINADA LIMPIEMOS NUESTRO MÉXICO CUYO PROPÓSITO ES UNIFICAR A PERSONAS, EMPRESAS E INSTITUCIONES PARA TRABAJAR EN EQUIPO POR CAUSA SOCIAL Y ECOLÓGICA.","AMBIENTALES",2660575
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-001-02/2013","UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR",19/02/13,200000,31/12/13,"COMPRA DE EQUIPO Y BIBLIOGRAFÍA, PAGO DE LUZ, VIÁTICOS PARA DESARROLLO DE PRÁCTICAS DE CAMPO Y VIAJES DE ESTUDIO","EDUCATIVAS",200000
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-002-02/2013","ESPACIOS NATURALES Y DESARROLLO SUSTENTABLE A.C",25/02/13,4000000,31/12/13,"AUMENTO Y FORTALECIMIENTO DE LA POBLACIÓN DEL BERRENDO PENINSULAR EN EL LLANO DEL BERRENDO B.C. Y B.C.S.","AMBIENTALES",4000000
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-003-09/2013","VIZCAÍNO",25/09/13,200000,31/12/13,"COMPRA DE EQUIPO DE CÓMPUTO, INSTALACIÓN DE PROTECCIONES A LA CAFETARÍA, ADQUISICIÓN DE FOTOCOPIADORA Y MANTENIMIENTO DEL TECHO DE LA ESCUELA","ADMINISTRATIVAS,EDUCATIVAS",200000
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-004-10/2013","BETA DIVERSIDAD",07/10/13,200000,31/12/13,"CUBRIR LOS ESTUDIOS Y TRABAJOS PRELIMINARES A LA OBRA DE CONSTRUCCIÓN DEL ECO MUSEO DE LA COMUNIDAD DE GUERRERO NEGRO B.C.S.","CULTURALES,DESARROLLO COMUNITARIO",200000
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-005-11/2013","HOGAR DEL ANCIANO",11/11/13,75000,31/12/13,"COMPRA DE ALIMENTOS, MEDICINAS, MATERIAL DE ASEO Y GAS.","BENEFICENCIA",75000
"2013","EXPORTADORA DE SAL, S.A. DE C.V.","48101","CDDESSA-006-11/2013","PRONATURA NOROESTE",11/11/13,25000,31/12/13,"PAGO POR LA IMPRESIÓN DE 1,500 EJEMPLARES DEL REPORTE ANUAL DE LA ORGANIZACIÓN PARA PROMOVER EL DESARROLLO DE LA SOCIEDAD EN ARMONÍA CON LA NATURALEZA","AMBIENTALES",25000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","CO-600-400/2013","Guirnaldas por México",26/06/13,4500000,31/12/13,"DONATIVO DESTINADO  A LA UTILIDAD SOCIAL EN MATERIA DE SALUD Y DE BENEFICIENCIA A FAVOR DE LA POBLACIÓN INFANTIL CON PROBLEMAS DE AUTISMO.

","BENEFICENCIA,SALUD",4500000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","822/2013","ACADEMIA MEXICANA DE PEDIATRÍA",13/11/13,250000,31/12/13,"CUBRIR COSTOS DEL CONGRESO DENOMINADO ""LA ACADEMIA OPINA"" PARA OFRECER A LOS ACADÉMICOS Y TODOS AQUELLOS PEDIATRAS DE LA REGIÓN, RECOMENDACIONES SOBRE ENFERMEDADES DE INTERÉS NACIONAL","INVESTIGACIÓN CIENTÍFICA,SALUD",250000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","823/2013","ACADEMIA MEXICANA DE CIRUGÍA",13/11/13,600000,31/12/13,"PARA EL PROGRAMA ANUAL DE ACTIVIDADES SEMANALES CIENTÍFICAS PRESENCIALES Y TRANSMISIÓN VÍA INTERNET Y LA EDICIÓN E IMPRESIÓN DE LA REVISTA “CIRUGÍA Y CIRUJANOS”","INVESTIGACIÓN CIENTÍFICA,SALUD",600000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","824/2013","FUNDACIÓN UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",13/11/13,1000000,31/12/13,"OTORGAR BECAS A ESTUDIANTES DE ELEVADO DESEMPEÑO ACADÉMICO Y ESCASOS RECURSOS ECONÓMICOS, CICLO 2013-2014","EDUCATIVAS",1000000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","825/2013","SOCIEDAD MEXICANA DE SALUD PÚBLICA",13/11/13,300000,31/12/13,"PARA EL PROYECTO DENOMINADO “VENTANA EDITORIAL” DE UN NÚMERO DE LA EDICIÓN DEL BOLETÍN INFORMATIVO “VENTANA SANITARISTA” Y MATERIAL EDUCATIVO DE LA LXVII REUNIÓN ANUAL","INVESTIGACIÓN CIENTÍFICA,SALUD",300000
"2013","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL  ESTADO","48101","826/2013","ACADEMIA NACIONAL DE MEDICINA DE MÉXICO",13/11/13,1100000,31/12/13,"PROGRAMA ACADÉMICO DE SESIONES MÉDICAS Y PUBLICACIONES CIENTÍFICAS.","INVESTIGACIÓN CIENTÍFICA,SALUD",1100000
"2013","INSTITUTO MEXICANO DE CINEMATOGRAFÍA","48101","IMC-B-415/13/13/2013","ACADEMIA MEXICANA DE ARTES Y CIENCIAS CINEMATOGRÁFICAS",09/10/13,6500000,31/12/13,"55 CEREMONIA DE ENTREGA DEL PREMIO ARIEL; SELECCIÓN DE LA PELÍCULA MEXICANA A LOS PREMIOS GOYA 2014;  SELECCIÓN DE LA PELÍCULA MEXICANA A LOS PREMIOS OSCAR 2014; EDICIÓN IMPRESA DE LA HISTORIA DE LA ACADEMIA MEXICANA DE ARTES Y CIENCIAS CINEMATOGRÁFICAS Y DEL ARIEL, Y 56 ENTREGA DEL ARIEL 2014 DE LA ACADEMIA MEXICANA DE ARTES Y CIENCIAS CINEMATOGRÁFICAS.","CULTURALES",6500000
"2013","INSTITUTO MEXICANO DE CINEMATOGRAFÍA","48101","IMC-C-023/2013","LABORATORIOS PARA PROFESIONALES DE CINE Y CREACIÓN",12/07/13,185000,31/10/13,"ORGANIZACIÓN Y REALIZACIÓN DE LOS LABORATORIOS SIGUIENTES: 1) 19° LABORATORIO DE ESCRITURA DE GUIONES CINEMATOGRÁFICOS ""PARA UN CINE MEXICANO DE CALIDAD "", 2) ""4° LABORATORIO DE MÚSICA PARA CINE"" Y 3) ""1ER. LABORATORIO DE ACTORES-DIRECTORES"".","CULTURALES",185000
"2013","INSTITUTO MEXICANO DE CINEMATOGRAFÍA","48101","IMC-180/2013","LABORATORIOS PARA PROFESIONALES DE CINE Y CREACIÓN",12/02/13,1400000,31/10/13,"ORGANIZACIÓN Y REALIZACIÓN DE LOS LABORATORIOS SIGUIENTES: 1) 19° LABORATORIO DE ESCRITURA DE GUIONES CINEMATOGRÁFICOS ""PARA UN CINE MEXICANO DE CALIDAD""; 2) ""4° LABORATORIO DE MÚSICA PARA CINE"" Y 3) 1ER. LABORATORIO DE ACTORES-DIRECTORES"".","CULTURALES",1400000
"2013","INSTITUTO MEXICANO DE CINEMATOGRAFÍA","48101","IMC-200/2013","ASOCIACIÓN MEXICANA DE ARTISTAS Y PROFESIONALES DEL CINE Y EL AUDIOVISUAL",27/02/13,100000,14/10/13,"ORGANIZACIÓN Y REALIZACIÓN DE LA 2° MUESTRA INTERNACIONAL DE CINE CON PERSPECTIVA DE GÉNERO MICGÉNERO.","CULTURALES",100000
